image,description,display name,category,image_path,img_ok
33758.jpg,"Pink sleeveless top, has a round neck, bow on the centre of the neckline and a broad band on the hem",Vero Moda Women Polly Pink Top,Tops,33758.jpg,True
33212.jpg,"Composition Black top made of 100% viscose, has a cowl neck, short net sleeves with elasticated cuffs, netting panel at the back and satin bows on the shoulders Fit Regular Wash care Rinse seperately Gentle hand wash in mild detergent Do not bleach Do not scrub on embroidery and print Line dry inside out Iron low It’s time to explore and discover new styles and get ready for freshness and summer outdoors with sepia. Stylish, girly and summery, this top is a must-have in your new season wardrobe. Pair this with form fitting jeggings and ballet flats for a sweet, girly vibe. Model statistics The product is a size M on a model of height 5'8"" and chest 33""",Sepia Women Black Top,Tops,33212.jpg,True
41788.jpg,"Style Note remanika combines edgy style with flattering fits in all their creations, including this trendy top. With excellent styling and figure flattering Fit, you can pair this top with a pair of shorts and flats for a look with the oomph factor soaring.  Product Details One shoulder black top with short sleeves, has tiered ruffles around the neckline  Material and Care Viscose Gentle machine wash Do not bleach and flat dry only Use cold iron  Size and Fit Regular fit The model (height 5'8"" and chest 33"") is wearing a size S",Remanika Women Black Top,Tops,41788.jpg,True
41963.jpg,"Style Note You know she loves it when she's in simple  cotton tees. That's why Gini and Jony styled this simple top with cutesy  design details to make her look prettier than ever. A mini version of a  pop princess indeed! Product Details Green round neck top, has ruffled cap sleeves and print on the chest Material and Care 100% cotton Machine wash separately in cold water using a mild detergent Do not bleach or soak Line dry inside out in shade Warm iron only Do not iron directly on print/embroidery",Gini and Jony Girls Core Green Top,Tops,41963.jpg,True
48090.jpg,"Olive green woven sleeveless top, has a deep U neckline, embroidered detail around the neckline and sleeves and from waist down & ndash  front and back, drawstring tie at the waist and irregular hemline",French Connection Women Olive Top,Tops,48090.jpg,True
33184.jpg,"Style Note The understated and updated design details, fresh from sepia's design studio, makes this top the season's summer essential. Style this with form fitting jeggings and ballet flats for a sweet, girly vibe. For a vintage feel throw on a faded and worn denim jacket, jeans and a floral scarf. Product Details Blue sleeveless top, has a round neck, looped detail at back neck, white butterfly print on front and ruching at lower sides Material and Care Viscose blend Gentle hand wash using mild detergent Do not scrub or bleach Dry inside out Cool iron; do not iron on decorations Size and Fit Regular fit The model (height 5'8"" and chest 33"") is wearing a size M",Sepia Women Powder Blue Top,Tops,33184.jpg,True
20126.jpg,"Composition Blue and white top made of 100% cotton, has a deep square neck with lace embellishment, three quarter length raglan sleeves with gathered cuffs, pin tucks at front which open out below, two pockets on front with contrast openings and a curved hem Fit Loose Wash care Machine wash using a mild detergent Wash dark colours separately Wash and dry inside out Do not bleach, do not wring Flat dry in shade or tumble dry Warm iron wrangler has been clothing the world since 1947 and they're showing no sign of slowing down &ndash  this pretty top with its Western styling is kept feminine with lacing embellishments, while the cotton fabric keeps you fresh and comfortable all day. Team this with jeans and leather shoes for a cowgirl look. Model statistics The product is a size M on a model of height 5'8&rdquo",Wrangler Women Shadow Blue Top,Tops,20126.jpg,True
48100.jpg,"ï » ¿ Rusty brown knit top, has a U neckline, short sleeves and print on the left chest made to look like a patch pocket",French Connection Women Rust Top,Tops,48100.jpg,True
26953.jpg,"Composition Pink square neck top made of 100% cotton, has short raglan puff sleeves, lace detail along the neck and flaring pin-tucks at the neck  Fit Regular  Wash care Wash dark colours separately in warm water (maximum 40 degrees) Use mild detergent Do not wring or bleach Flat dry in shade Do not iron on print  jealous 21 stays in-vogue with this stylish piece that is sure to become a love-forever favourite in your casual wardrobe. Wear it with form fitting denims and a blazer, style with understated accessories and peep-toe shoes.  Model statistics The product is a size M on a model of height 5'8"" and chest 33""",Jealous 21 Women Pink Top,Tops,26953.jpg,True
3976.jpg,"Composition Off-white scoop neck long top made of 65% polyester and 35% viscose, with short puffed dolman sleeve and huge placement prints on the front and back Wash care 1. Wash dark colours separately 2. Use mild detergent in warm water (maximum 40 degrees) 3. Do not wring or bleach 4. Flat dry in shade 5. Do not iron on print Fitting Regular Fit Get ready to go out in this long off-white top from jealous 21. The viscose fabric and puffed dolman sleeve give it a wonderful airy look, while the fierce red and black graphic makes it interesting.  This top looks great when teamed with black leggings for casual outings with friends.  Model's statistics 1. The model wears size M in t-shirts 2. Height-5.8"", Chest-33""",Jealous 21 Women Cream Tunic With Mirror Print Top,Tops,3976.jpg,True
4913.jpg,"Composition Pink boat neck top made of 95% cotton and 5% lycra, with right shoulder button panel, short sleeves, chest print in pearly effect with suede branding and an extra panel at the end of the length for a gathered Fit Fitting Regular 15 cm Wash care   Machine wash separately in cold water, colour will bleed  Use mild detergent  Dry cleaning possible  Do not bleach  Avoid soaking  Remove promptly  Dry flat inside out in shade  Iron at medium setting only  Iron on reverse  Wash before wearing   Indulge your little one in happy feelings with this pink boat-neck tee from Levi's. The pearly ""LEVI'S"" lettering in suede on the chest coupled with a play-time print fills this tee with the playful spirit of wonder and happiness. Team this with small white skirts and comfy crocs footwear for a happy, casual outing with her small buddies, while the pure cotton fabric stays soft on her skin and keeps her fresh and comfortable all day.",Levis Kids Girl's Diane Pink Kidswear,Tops,4913.jpg,True
3972.jpg,"Composition Black top made of 100% cotton, with raglan puffed sleeves and ruffled neckline with gathers Wash care 1. Wash dark colours separately 2. Use mild detergent in warm water (maximum 40 degrees) 3. Do not wring or bleach 4. Flat dry in shade 5. Do not iron on print Fitting Regular Fit Get ready for summer in this feminine black top from jealous 21. The ruffled neckline and puffed sleeves give it a dainty look. This top looks great when teamed up with a denim capris and ballerina flats for a day out with friends. Model's statistics 1. The model wears size M in t-shirts 2. Height-5.6"", Chest-32"" ",Jealous 21 Women Black Basic Top,Tops,3972.jpg,True
25526.jpg,"Printed red top made of 100% cotton, has long sleeves, a spread collar with a V-neckline, half buttoned placket, ruffles along the placket, a patch pocket on the left chest and flaring pintucks at the yoke at the back   ",Wrangler Women Poppins Red Top,Tops,25526.jpg,True
54089.jpg,"Style Note mumbai slang sets cosmo street trends with this top. Those interested in colour blocking can wear this with bright contrasting capris or pants, and embellished slippers. Product Details Purple woven top, ha a U-neckline, short sleeves with embroidered cuffs, embroidery and sequin on the yoke and an elasticated hem Material and Care Blended cotton Wash dark colours separately Do not bleach Warm iron Size and Fit Regular Fit The model (height 5'8""  and chest 32"") is wearing a size M",Mumbai Slang Women Purple Top,Tops,54089.jpg,True
